#PC0: 12257.3 / 17719.7 = 0.691735
#PC1: 3381.73 / 17719.7 = 0.190846
#PC2: 1254.8 / 17719.7 = 0.0708139
#PC3: 392.745 / 17719.7 = 0.0221643
#PC4: 162.465 / 17719.7 = 0.00916861
#PC5: 74.5793 / 17719.7 = 0.00420884
#PC6: 53.7794 / 17719.7 = 0.00303501
#PC7: 45.2218 / 17719.7 = 0.00255207
#PC8: 31.3049 / 17719.7 = 0.00176667
#PC9: 16.7172 / 17719.7 = 0.000943423
#PC10: 10.1954 / 17719.7 = 0.00057537
#PC11: 8.7165 / 17719.7 = 0.00049191
#PC12: 5.5081 / 17719.7 = 0.000310846
#PC13: 4.94917 / 17719.7 = 0.000279303
#PC14: 2.90292 / 17719.7 = 0.000163824
#PC15: 2.68712 / 17719.7 = 0.000151646
#PC16: 2.36681 / 17719.7 = 0.000133569
#PC17: 1.62206 / 17719.7 = 9.15401e-05
#PC18: 1.57986 / 17719.7 = 8.91586e-05
#PC19: 1.3797 / 17719.7 = 7.78623e-05
#PC20: 0.952787 / 17719.7 = 5.37699e-05
#PC21: 0.868643 / 17719.7 = 4.90213e-05
#PC22: 0.80122 / 17719.7 = 4.52164e-05
#PC23: 0.530652 / 17719.7 = 2.9947e-05
#PC24: 0.418191 / 17719.7 = 2.36004e-05
#PC25: 0.361171 / 17719.7 = 2.03824e-05
#PC26: 0.32609 / 17719.7 = 1.84027e-05
#PC27: 0.303565 / 17719.7 = 1.71315e-05
#PC28: 0.254616 / 17719.7 = 1.43691e-05
#PC29: 0.21962 / 17719.7 = 1.23941e-05
#PC30: 0.205271 / 17719.7 = 1.15843e-05
#PC31: 0.167351 / 17719.7 = 9.44432e-06
#PC32: 0.142519 / 17719.7 = 8.04298e-06
#PC33: 0.118383 / 17719.7 = 6.68086e-06
#PC34: 0.105043 / 17719.7 = 5.92805e-06
#PC35: 0.0929485 / 17719.7 = 5.24549e-06
#PC36: 0.0910172 / 17719.7 = 5.1365e-06
#PC37: 0.0836893 / 17719.7 = 4.72295e-06
#PC38: 0.0717071 / 17719.7 = 4.04674e-06
#PC39: 0.0694954 / 17719.7 = 3.92193e-06
#PC40: 0.064136 / 17719.7 = 3.61947e-06
#PC41: 0.0591883 / 17719.7 = 3.34025e-06
#PC42: 0.0574248 / 17719.7 = 3.24073e-06
#PC43: 0.049023 / 17719.7 = 2.76658e-06
#PC44: 0.0484412 / 17719.7 = 2.73375e-06
#PC45: 0.0448477 / 17719.7 = 2.53095e-06
#PC46: 0.0406748 / 17719.7 = 2.29546e-06
#PC47: 0.0379922 / 17719.7 = 2.14407e-06
#PC48: 0.0365048 / 17719.7 = 2.06012e-06
#PC49: 0.03254 / 17719.7 = 1.83638e-06
#PC50: 0.0291636 / 17719.7 = 1.64583e-06
#PC51: 0.0275721 / 17719.7 = 1.55602e-06
#PC52: 0.0245791 / 17719.7 = 1.38711e-06
#PC53: 0.0213769 / 17719.7 = 1.20639e-06
#PC54: 0.0194409 / 17719.7 = 1.09714e-06
#PC55: 0.0182521 / 17719.7 = 1.03004e-06
wavelength PC0 PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 PC21 PC22 PC23 PC24 PC25 PC26 PC27 PC28 PC29 PC30 PC31 PC32 PC33 PC34 PC35 PC36 PC37 PC38 PC39 PC40 PC41 PC42 PC43 PC44 PC45 PC46 PC47 PC48 PC49 PC50 PC51 PC52 PC53 PC54 PC55 Mean
0.0103548 0.0426127 -0.0102595 -0.0887635 0.0189885 -0.0351963 0.043502 0.0107827 0.00238082 -0.00888106 0.00161857 -0.0136533 -0.0631309 0.00187352 0.0213575 0.0146568 0.0181921 -0.0445709 -0.0318244 0.0253087 0.00623171 0.032778 0.0179177 0.000572881 -0.0104951 0.0160088 -0.00328254 0.0132353 0.0128854 0.00222909 0.0179617 0.0187811 0.0173588 0.0162903 0.0144267 0.00769749 -0.00480253 0.0334674 -0.00265998 -0.0122344 0.0320042 -0.019078 0.00145731 -0.00999429 0.0114631 0.00383255 0.000666034 0.00012314 -0.00140699 -0.00358722 -0.00932024 -0.000739882 -0.000913909 -0.00676612 -0.0159094 -0.0278882 -0.0164639 23.499
0.0103892 0.0426224 -0.0102409 -0.0883097 0.0189686 -0.0347025 0.0431731 0.010849 0.00213593 -0.00911685 0.00128676 -0.0129801 -0.0622863 0.00177197 0.0207633 0.0144499 0.0180238 -0.0437534 -0.0312075 0.0240177 0.00580501 0.0321366 0.0172699 0.000864003 -0.0100806 0.0154303 -0.00271551 0.0130543 0.012242 0.000768609 0.0165185 0.0170008 0.0163849 0.0156532 0.0141837 0.00703219 -0.00457854 0.0317564 -0.0037479 -0.0107403 0.0286796 -0.0167421 0.000923146 -0.00918956 0.0117111 0.00257334 0.00476503 0.00184998 -0.00103287 -0.00329569 -0.00950109 0.000865749 -0.00138512 -0.0100773 -0.0175853 -0.0260798 -0.0141021 23.5068
0.0104238 0.0426385 -0.0102138 -0.0878624 0.0189565 -0.0342187 0.0428253 0.0109264 0.00188941 -0.00929997 0.000962657 -0.0123853 -0.0613911 0.00167999 0.0201471 0.0142034 0.0178044 -0.0429258 -0.0305442 0.0228599 0.00545628 0.0314663 0.0165989 0.00115093 -0.00967271 0.0148913 -0.00225677 0.0128228 0.0115977 -0.000382455 0.0153195 0.0155914 0.0155075 0.0149935 0.0138986 0.00644358 -0.00435309 0.0301673 -0.00449476 -0.00942604 0.0257176 -0.0147598 0.000470495 -0.00846768 0.0117626 0.00164926 0.00772593 0.00294534 -0.000773936 -0.00292638 -0.00940013 0.00203769 -0.00172664 -0.0123662 -0.0186522 -0.0243428 -0.0121857 23.5148
0.0104584 0.0426579 -0.010182 -0.0874175 0.0189498 -0.0337423 0.0424701 0.0110095 0.00164186 -0.00945616 0.000641326 -0.0118218 -0.0604706 0.00158888 0.0195245 0.0139508 0.017551 -0.0420897 -0.0298564 0.021782 0.00514986 0.0307834 0.0159393 0.00145137 -0.00925495 0.0143845 -0.00184108 0.0125659 0.0109688 -0.00139794 0.0142531 0.0143486 0.0146383 0.0143118 0.0135712 0.00587322 -0.0041239 0.0286459 -0.00503542 -0.00814528 0.0228838 -0.0129476 6.23585e-05 -0.00780096 0.011641 0.000860796 0.010138 0.00368065 -0.000526828 -0.00253508 -0.0091449 0.00306694 -0.00203503 -0.0140898 -0.0193467 -0.0226001 -0.0104644 23.5228
0.0104932 0.0426744 -0.0101464 -0.0869815 0.0189505 -0.0332426 0.042137 0.0111253 0.00137475 -0.00957648 0.000315427 -0.0112388 -0.0594793 0.00147418 0.018928 0.013694 0.0172878 -0.0412554 -0.0292143 0.0207662 0.00489477 0.0301555 0.0153411 0.00177962 -0.0087664 0.0138362 -0.00144008 0.0123708 0.0103802 -0.00237938 0.0131305 0.0131188 0.0137851 0.0136999 0.013141 0.0052427 -0.00400033 0.027189 -0.00550034 -0.00692185 0.020039 -0.0111307 -0.000361441 -0.00705233 0.0114225 -2.80889e-05 0.0125169 0.00437097 -0.000211728 -0.00213276 -0.00877028 0.00427021 -0.00242631 -0.0157918 -0.0199671 -0.0208259 -0.00891413 23.5309
0.0105281 0.0426955 -0.0101113 -0.0865341 0.0189505 -0.0327758 0.041785 0.0112095 0.00112652 -0.00972197 -7.52451e-06 -0.0106619 -0.0585517 0.0013734 0.0183162 0.0134768 0.0170043 -0.0404065 -0.0285178 0.0197448 0.00460805 0.0294737 0.0147488 0.00212504 -0.00831043 0.0133706 -0.00100598 0.0121082 0.00979964 -0.00340867 0.012128 0.0118695 0.0128093 0.0129834 0.0127435 0.00462238 -0.00376218 0.0257046 -0.00588815 -0.00549654 0.0171013 -0.00934849 -0.000748486 -0.00643906 0.0110515 -0.000868233 0.0148372 0.00489101 0.000152991 -0.00178056 -0.00843786 0.00545971 -0.00281055 -0.0172163 -0.0203789 -0.0189706 -0.00717296 23.5387
0.0105631 0.0427173 -0.0100744 -0.0860853 0.0189534 -0.0323133 0.0414335 0.0112935 0.000878315 -0.00986249 -0.000330447 -0.01008 -0.0576221 0.00127006 0.0177081 0.0132719 0.0167122 -0.0395522 -0.0278195 0.018741 0.00432685 0.0287918 0.01418 0.00248455 -0.00784266 0.0129179 -0.000565295 0.0118458 0.0092357 -0.00444188 0.011147 0.0106172 0.0117979 0.0122554 0.0123233 0.00398498 -0.00352085 0.0242321 -0.00622514 -0.00402312 0.0141331 -0.00757687 -0.00112856 -0.00584393 0.0105972 -0.00172747 0.0171284 0.00534097 0.000553596 -0.00144099 -0.00807982 0.00670003 -0.00321818 -0.0185417 -0.0206974 -0.0170784 -0.00542344 23.5463
0.0105983 0.0427398 -0.0100357 -0.0856349 0.0189591 -0.0318546 0.0410819 0.0113771 0.000630285 -0.0099982 -0.000652952 -0.00949386 -0.056691 0.00116523 0.0171026 0.013077 0.0164146 -0.0386932 -0.0271205 0.0177499 0.00404916 0.0281094 0.0136299 0.00285424 -0.00736637 0.0124745 -0.000119254 0.0115849 0.00868491 -0.0054776 0.0101828 0.00936201 0.0107588 0.0115184 0.0118859 0.00333417 -0.003277 0.0227684 -0.00652308 -0.00251259 0.0111441 -0.00581378 -0.00150347 -0.00526301 0.0100789 -0.00260264 0.0193981 0.00573835 0.000979472 -0.00111094 -0.00770225 0.00797771 -0.0036426 -0.0197909 -0.0209452 -0.0151579 -0.00366657 23.5537
0.0106335 0.0427545 -0.0099964 -0.0851302 0.0189622 -0.0312797 0.0406738 0.0115117 0.000302572 -0.0100842 -0.000966368 -0.00901008 -0.0556092 0.00118231 0.0164558 0.0126274 0.0159324 -0.0378664 -0.0263376 0.016888 0.0039506 0.0274537 0.0129469 0.00306118 -0.00684832 0.0120411 0.000285448 0.0111 0.00798099 -0.00636865 0.00916584 0.00823442 0.00985147 0.0109428 0.0113599 0.00266773 -0.0032118 0.0214249 -0.00669527 -0.00125229 0.00836571 -0.00464111 -0.00177878 -0.00509913 0.00949088 -0.00347682 0.0209842 0.0062174 0.00209117 -0.0010059 -0.00740735 0.00885473 -0.00448667 -0.0201792 -0.0208573 -0.0133117 -0.00263121 23.5623
0.0106689 0.0427695 -0.00995535 -0.0846211 0.0189675 -0.030702 0.0402617 0.011648 -2.87676e-05 -0.0101633 -0.00127817 -0.00852923 -0.0545195 0.00120636 0.0158077 0.0121692 0.0154413 -0.0370377 -0.0255521 0.0160354 0.00386078 0.0267981 0.0122658 0.00326187 -0.00632628 0.0116099 0.000690566 0.0106073 0.00727496 -0.00725182 0.00815262 0.00711079 0.0089401 0.0103722 0.0108233 0.00199487 -0.0031545 0.0200904 -0.00684675 9.51303e-06 0.0055978 -0.00350361 -0.00204779 -0.00496328 0.00887567 -0.00436008 0.0225303 0.00668443 0.00324188 -0.000915322 -0.00711031 0.00972068 -0.00535596 -0.0204959 -0.0207283 -0.0114601 -0.00162875 23.5709
0.0107044 0.0427852 -0.00991244 -0.0841104 0.0189752 -0.0301273 0.0398481 0.0117829 -0.000359493 -0.010238 -0.00158854 -0.00804636 -0.05343 0.00123177 0.01516 0.0117143 0.0149529 -0.0362054 -0.024769 0.0151826 0.00376921 0.0261411 0.0115911 0.00346251 -0.00580428 0.0111783 0.00109766 0.0101193 0.00657301 -0.00813375 0.00714333 0.00598442 0.00802232 0.0097996 0.0102836 0.00131824 -0.00309615 0.0187571 -0.00699028 0.00127989 0.00283554 -0.00236983 -0.00231663 -0.00483202 0.00824715 -0.00525111 0.024076 0.00714486 0.00439014 -0.000825907 -0.00681021 0.0105886 -0.00622489 -0.0207983 -0.020588 -0.00960399 -0.000622324 23.5793
0.01074 0.0428015 -0.00986766 -0.083598 0.0189852 -0.0295556 0.0394327 0.0119164 -0.000689523 -0.0103083 -0.00189725 -0.00756188 -0.0523412 0.00125908 0.0145123 0.0112616 0.0144686 -0.0353698 -0.023989 0.0143271 0.00367489 0.0254824 0.0109205 0.00366111 -0.00528402 0.0107444 0.00150607 0.00963677 0.00587338 -0.00901371 0.00613555 0.0048553 0.00710216 0.00922651 0.00974356 0.000639616 -0.0030371 0.0174234 -0.00713167 0.00255326 8.38939e-05 -0.00123876 -0.00258616 -0.00470337 0.00761484 -0.00614845 0.0256253 0.00760735 0.00553057 -0.000736144 -0.00651006 0.0114516 -0.00709013 -0.0210978 -0.0204473 -0.00774799 0.000387545 23.5876
0.0107757 0.0428185 -0.00982098 -0.0830838 0.0189975 -0.0289868 0.0390153 0.0120483 -0.00101879 -0.0103742 -0.00220416 -0.00707607 -0.0512531 0.00128868 0.0138643 0.0108101 0.0139896 -0.034531 -0.0232126 0.0134671 0.00357703 0.024822 0.0102522 0.00385619 -0.0047668 0.0103068 0.00191538 0.00916032 0.00517479 -0.00989118 0.00512744 0.00372352 0.00618272 0.00865389 0.00920556 -3.96438e-05 -0.00297758 0.0160883 -0.00727538 0.00382537 -0.00265335 -0.000109608 -0.00285693 -0.00457577 0.00698597 -0.00705098 0.0271811 0.00807856 0.006659 -0.000644723 -0.00621203 0.0123046 -0.00794907 -0.0214033 -0.0203146 -0.00589529 0.0014008 23.5957
0.0108115 0.0428394 -0.00976869 -0.0825391 0.0190026 -0.0283272 0.0385356 0.0122236 -0.00137338 -0.0103858 -0.00253314 -0.00675994 -0.0500475 0.0013605 0.0131838 0.010281 0.0135306 -0.0336226 -0.0223301 0.0127403 0.00352047 0.024104 0.00945949 0.0040423 -0.00419834 0.00974652 0.00199797 0.00857652 0.00456601 -0.00999974 0.00458161 0.00309539 0.00537343 0.00804851 0.00849261 -0.000365605 -0.0026565 0.0148377 -0.00693347 0.00434134 -0.00455403 0.000583771 -0.0026648 -0.00439573 0.00575483 -0.00690433 0.0263883 0.00757813 0.00731127 -5.90776e-06 -0.00547561 0.011099 -0.00818027 -0.0196279 -0.0190453 -0.00429241 0.00146378 23.6059
0.0108475 0.042868 -0.00970663 -0.0819316 0.01899 -0.0274725 0.0379261 0.012492 -0.00178213 -0.0102875 -0.00291045 -0.00680399 -0.0485932 0.00151956 0.0124344 0.00958519 0.01311 -0.0325713 -0.0212209 0.0122959 0.00355357 0.023266 0.00839831 0.0042106 -0.00352088 0.00892859 0.0013891 0.00776031 0.00414307 -0.00848756 0.00500823 0.00353329 0.00480179 0.00737521 0.00741213 5.7114e-05 -0.0017844 0.0137651 -0.00557221 0.0032551 -0.00469791 0.000361143 -0.00149558 -0.00410112 0.00326301 -0.00453549 0.0206376 0.00503031 0.00696405 0.00178844 -0.0038158 0.00554987 -0.00708908 -0.0134715 -0.0153847 -0.00322005 -0.000483305 23.6203
0.0108836 0.0428972 -0.00964261 -0.0813223 0.0189794 -0.0266202 0.0373137 0.0127582 -0.00218986 -0.0101851 -0.00328522 -0.00684808 -0.0471408 0.00168287 0.0116833 0.00888612 0.0127002 -0.0315176 -0.0201176 0.0118382 0.00357949 0.022426 0.00733113 0.00436823 -0.00285269 0.00810044 0.000779068 0.00695307 0.00371494 -0.00697022 0.00542577 0.00396868 0.00424582 0.0067075 0.00634442 0.000485721 -0.000913219 0.0126853 -0.00423463 0.00214683 -0.00480949 0.000140565 -0.000330388 -0.00379971 0.000809142 -0.00216662 0.0149069 0.00252286 0.0065852 0.00359009 -0.00216874 -3.38313e-05 -0.00597904 -0.00736294 -0.011772 -0.0021668 -0.00242765 23.6346
0.0109198 0.042927 -0.00957663 -0.0807111 0.0189709 -0.0257703 0.0366984 0.0130221 -0.00259673 -0.0100784 -0.00365749 -0.00689293 -0.0456898 0.00185071 0.010931 0.00818222 0.012302 -0.0304614 -0.0190198 0.0113676 0.00359813 0.0215858 0.0062576 0.00451367 -0.00219519 0.00726618 0.000169136 0.00615584 0.00327727 -0.00544685 0.00583238 0.004405 0.00370364 0.00604124 0.00528698 0.000918711 -3.99251e-05 0.0115984 -0.00291545 0.0010182 -0.00489092 -7.78145e-05 0.000830361 -0.00349353 -0.00160747 0.000201198 0.00919661 5.66823e-05 0.00617199 0.00539764 -0.000535502 -0.00565336 -0.00484741 -0.00129845 -0.00820581 -0.00113625 -0.00437351 23.6487
0.0109561 0.0429575 -0.00950864 -0.080098 0.0189644 -0.024923 0.0360802 0.0132839 -0.00300241 -0.00996745 -0.00402719 -0.00693719 -0.044241 0.00202212 0.0101766 0.00747652 0.0119135 -0.0294028 -0.0179283 0.0108841 0.00361019 0.0207419 0.00517909 0.00465115 -0.00154575 0.00641911 -0.00044235 0.00536729 0.0028387 -0.00391991 0.00623195 0.00483646 0.00317814 0.00538391 0.00424485 0.00135801 0.000829609 0.0105043 -0.00162234 -0.000133893 -0.00494042 -0.000294038 0.00198825 -0.00317827 -0.00398853 0.00256996 0.00350277 -0.00237346 0.00573335 0.00721248 0.00108847 -0.0113042 -0.00369945 0.00471814 -0.00468571 -0.000120449 -0.00631272 23.6627
