#PC0: 11233.8 / 15706.8 = 0.715221
#PC1: 2435.05 / 15706.8 = 0.155032
#PC2: 1279.57 / 15706.8 = 0.0814662
#PC3: 352.552 / 15706.8 = 0.0224459
#PC4: 154.948 / 15706.8 = 0.00986502
#PC5: 67.2235 / 15706.8 = 0.00427991
#PC6: 51.7098 / 15706.8 = 0.0032922
#PC7: 45.3771 / 15706.8 = 0.00288902
#PC8: 29.1545 / 15706.8 = 0.00185617
#PC9: 14.3483 / 15706.8 = 0.000913512
#PC10: 8.76801 / 15706.8 = 0.000558231
#PC11: 7.08337 / 15706.8 = 0.000450976
#PC12: 5.24376 / 15706.8 = 0.000333853
#PC13: 4.34341 / 15706.8 = 0.000276531
#PC14: 2.8369 / 15706.8 = 0.000180617
#PC15: 2.33498 / 15706.8 = 0.000148661
#PC16: 1.95967 / 15706.8 = 0.000124766
#PC17: 1.55065 / 15706.8 = 9.87247e-05
#PC18: 1.34158 / 15706.8 = 8.54139e-05
#PC19: 1.21537 / 15706.8 = 7.73789e-05
#PC20: 0.903204 / 15706.8 = 5.75041e-05
#PC21: 0.804403 / 15706.8 = 5.12138e-05
#PC22: 0.754813 / 15706.8 = 4.80565e-05
#PC23: 0.393665 / 15706.8 = 2.50634e-05
#PC24: 0.383843 / 15706.8 = 2.44381e-05
#PC25: 0.324691 / 15706.8 = 2.06721e-05
#PC26: 0.298478 / 15706.8 = 1.90031e-05
#PC27: 0.266799 / 15706.8 = 1.69863e-05
#PC28: 0.214098 / 15706.8 = 1.36309e-05
#PC29: 0.201367 / 15706.8 = 1.28204e-05
#PC30: 0.197711 / 15706.8 = 1.25876e-05
#PC31: 0.13065 / 15706.8 = 8.31805e-06
#PC32: 0.110614 / 15706.8 = 7.04246e-06
#PC33: 0.103526 / 15706.8 = 6.5912e-06
#PC34: 0.0923238 / 15706.8 = 5.87796e-06
#PC35: 0.0910699 / 15706.8 = 5.79814e-06
#PC36: 0.0866088 / 15706.8 = 5.51411e-06
#PC37: 0.0754336 / 15706.8 = 4.80262e-06
#PC38: 0.073342 / 15706.8 = 4.66945e-06
#PC39: 0.0608006 / 15706.8 = 3.87098e-06
#PC40: 0.0578794 / 15706.8 = 3.685e-06
#PC41: 0.0524386 / 15706.8 = 3.3386e-06
#PC42: 0.0475216 / 15706.8 = 3.02555e-06
#PC43: 0.0449819 / 15706.8 = 2.86385e-06
#PC44: 0.0407869 / 15706.8 = 2.59677e-06
#PC45: 0.0376426 / 15706.8 = 2.39658e-06
#PC46: 0.0356371 / 15706.8 = 2.2689e-06
#PC47: 0.0312546 / 15706.8 = 1.98988e-06
#PC48: 0.029034 / 15706.8 = 1.8485e-06
#PC49: 0.0261217 / 15706.8 = 1.66308e-06
#PC50: 0.0248148 / 15706.8 = 1.57988e-06
#PC51: 0.0213166 / 15706.8 = 1.35716e-06
#PC52: 0.0196373 / 15706.8 = 1.25025e-06
#PC53: 0.0189976 / 15706.8 = 1.20952e-06
#PC54: 0.0176789 / 15706.8 = 1.12556e-06
#PC55: 0.0163803 / 15706.8 = 1.04288e-06
wavelength PC0 PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 PC21 PC22 PC23 PC24 PC25 PC26 PC27 PC28 PC29 PC30 PC31 PC32 PC33 PC34 PC35 PC36 PC37 PC38 PC39 PC40 PC41 PC42 PC43 PC44 PC45 PC46 PC47 PC48 PC49 PC50 PC51 PC52 PC53 PC54 PC55 Mean
0.0103548 0.0457451 -0.00384881 -0.0876311 0.0285554 0.031805 0.0416752 0.00767175 0.000980791 -0.0107537 0.00676606 0.0666904 0.00290634 0.0080213 0.0273233 0.017047 0.000691904 -0.0531131 0.0231177 0.00912138 -0.0115934 -0.0317634 -0.0141865 0.00548142 -0.005408 -0.014592 -0.0155113 0.005392 0.0130981 0.0119705 -0.00914426 -0.0163192 0.0154687 0.00422155 -0.025502 -0.0124236 -0.0122731 0.0204432 -0.0257641 -0.024653 -0.00359704 -0.016153 -0.00835973 0.015245 -0.00157871 9.59459e-05 -0.00108607 -0.000777106 -0.00434239 0.00568315 -0.00290942 -0.00720635 -0.0127064 -0.0124488 -0.00254075 0.00790158 0.0112248 23.4787
0.0103892 0.0457463 -0.00382871 -0.0871632 0.0284571 0.0313096 0.0413579 0.00775318 0.000808783 -0.0110051 0.00623838 0.0657066 0.00245251 0.00755351 0.0268835 0.0166021 0.000451351 -0.0520558 0.0221363 0.00834504 -0.0119666 -0.0309509 -0.0136801 0.00574748 -0.00523537 -0.0138258 -0.0147529 0.00514499 0.0130986 0.0104313 -0.00758111 -0.0144397 0.0150713 0.00416254 -0.0249905 -0.01188 -0.0119694 0.0183191 -0.0241085 -0.0232838 -0.00333098 -0.0142421 -0.00746599 0.0131256 -0.000713525 -0.00388051 -0.000539282 -0.00138089 -0.00399484 0.00200522 -0.00182026 -0.0101595 -0.0149609 -0.0140764 -0.00310922 0.00680974 0.0109438 23.4868
0.0104238 0.045754 -0.00379747 -0.0867012 0.0283647 0.0308268 0.0410258 0.00785008 0.000625106 -0.0112062 0.00573662 0.0646766 0.00208224 0.00712215 0.0263749 0.0161745 0.000275525 -0.0509901 0.0212189 0.00767767 -0.0121816 -0.0301427 -0.0131366 0.00599398 -0.00506606 -0.0131152 -0.0140395 0.00490525 0.0129756 0.00919119 -0.00629754 -0.0129989 0.0145733 0.00412923 -0.024402 -0.0113663 -0.0116051 0.0165631 -0.0225707 -0.0218609 -0.0031739 -0.0125677 -0.00667533 0.0114146 -2.62136e-05 -0.00668378 -0.000196676 -0.00188172 -0.00376054 -0.000780883 -0.00089747 -0.0121923 -0.0162847 -0.0151739 -0.00358333 0.00601179 0.010636 23.495
0.0104584 0.045765 -0.00375998 -0.0862412 0.028277 0.0303529 0.0406888 0.00795491 0.000435423 -0.0113811 0.00524462 0.0636212 0.00174766 0.00670293 0.0258407 0.0157743 0.0001361 -0.0499083 0.0203487 0.00708268 -0.0123082 -0.0293443 -0.0125894 0.00625351 -0.00492297 -0.0124304 -0.0133349 0.00467187 0.0128083 0.00811737 -0.00511149 -0.0117805 0.0140149 0.00411547 -0.0237184 -0.0108662 -0.0112008 0.0150039 -0.0210632 -0.0202979 -0.00308205 -0.0110131 -0.00595551 0.00982808 0.000610022 -0.00886901 -5.92782e-05 -0.0023759 -0.00351134 -0.00315031 -3.62579e-05 -0.0136752 -0.017049 -0.0159638 -0.00397038 0.00539564 0.0103211 23.5033
0.0104932 0.0457734 -0.0037184 -0.085789 0.0281969 0.0298551 0.0403768 0.00809079 0.000223275 -0.0115238 0.00474286 0.0624925 0.00142344 0.00627549 0.0253404 0.0153929 2.86585e-05 -0.0488328 0.0195788 0.00651865 -0.0124155 -0.0286166 -0.0120618 0.00657437 -0.00482563 -0.0116698 -0.0126796 0.00449882 0.0126497 0.00704538 -0.00397771 -0.0105857 0.0135088 0.00405805 -0.0229142 -0.0103431 -0.010898 0.0135951 -0.0194699 -0.0186431 -0.00294487 -0.00946213 -0.00521965 0.0081314 0.0012642 -0.0109104 -5.82007e-05 -0.00298333 -0.00305517 -0.00558689 0.000944228 -0.0151088 -0.0177161 -0.0168151 -0.00424298 0.0049446 0.00995188 23.5117
0.0105281 0.045786 -0.00367656 -0.0853261 0.0281161 0.0293923 0.0400445 0.00819823 3.14324e-05 -0.0116872 0.0042448 0.0614237 0.00108117 0.00584318 0.0248238 0.0150522 -9.13326e-05 -0.0477142 0.0187643 0.00599354 -0.012492 -0.0278419 -0.011557 0.00690101 -0.00475829 -0.0109853 -0.0119398 0.00427601 0.0125187 0.00606569 -0.00270151 -0.00943839 0.0129057 0.00406851 -0.0220438 -0.00984304 -0.0104551 0.0121273 -0.0178919 -0.0167247 -0.00289886 -0.00794693 -0.00457444 0.00635569 0.0019897 -0.0128365 -0.000264582 -0.0035999 -0.00260379 -0.00792241 0.00184808 -0.0161853 -0.0180583 -0.0174008 -0.00449084 0.00447861 0.00965307 23.5197
0.0105631 0.0457994 -0.00363249 -0.0848617 0.0280382 0.0289341 0.0397131 0.00830614 -0.000160998 -0.0118453 0.00374499 0.0603507 0.000735443 0.00540688 0.0243131 0.0147304 -0.00020715 -0.0465832 0.0179684 0.00549108 -0.0125531 -0.0270744 -0.0110678 0.00724903 -0.00471534 -0.0103006 -0.0111892 0.00405853 0.0124003 0.00511744 -0.00139525 -0.00831381 0.0122878 0.00408717 -0.0211117 -0.00934266 -0.0099993 0.0106902 -0.0162927 -0.0146906 -0.00286637 -0.00644747 -0.00395458 0.0045157 0.0027428 -0.0146781 -0.000582329 -0.00425428 -0.00208858 -0.0102476 0.0027654 -0.0171277 -0.0182601 -0.0179184 -0.00469249 0.00405864 0.00935982 23.5275
0.0105983 0.0458135 -0.00358616 -0.0843956 0.0279628 0.0284803 0.0393821 0.00841413 -0.000353805 -0.0119981 0.00324397 0.0592744 0.000386413 0.00496776 0.023807 0.0144227 -0.000321262 -0.0454425 0.0171868 0.00500589 -0.0126031 -0.026312 -0.010592 0.00761316 -0.00469091 -0.00961533 -0.0104308 0.00384636 0.012292 0.00419386 -6.5655e-05 -0.00720638 0.0116583 0.00411234 -0.0201315 -0.00884182 -0.00953341 0.0092769 -0.0146782 -0.0125678 -0.00284326 -0.00496194 -0.0033548 0.00262467 0.00351591 -0.0164553 -0.000984976 -0.00493633 -0.00152572 -0.0125656 0.00369261 -0.017966 -0.0183523 -0.0183832 -0.00485774 0.00367249 0.00907088 23.5353
0.0106335 0.0458189 -0.0035406 -0.0838739 0.0278744 0.027911 0.0389967 0.00857541 -0.000629933 -0.0121175 0.00277005 0.0580541 0.000133599 0.00469607 0.0231229 0.01404 -0.000151301 -0.0443065 0.0164467 0.00451235 -0.0124714 -0.0256264 -0.00998415 0.00781584 -0.00467254 -0.00889093 -0.00955525 0.00352655 0.0120096 0.00329917 0.00099587 -0.00619643 0.0111983 0.00406605 -0.0191315 -0.00822071 -0.00926944 0.00813448 -0.013219 -0.0105811 -0.0032249 -0.00374003 -0.00313931 0.000890492 0.00418249 -0.0179019 -0.00172756 -0.00600507 -0.000617356 -0.0136229 0.00453947 -0.0181353 -0.0184522 -0.0185158 -0.00512192 0.0032867 0.00847705 23.5441
0.0106689 0.0458244 -0.00349289 -0.0833477 0.0277874 0.0273391 0.0386078 0.00873886 -0.000910324 -0.0122304 0.00229741 0.0568253 -0.00011706 0.00443246 0.0224315 0.013658 3.04523e-05 -0.0431665 0.0157148 0.00402495 -0.0123273 -0.0249457 -0.0093778 0.00801585 -0.00466148 -0.00816342 -0.0086715 0.00320591 0.0117231 0.00241725 0.00205359 -0.00519754 0.0107419 0.00401918 -0.0181091 -0.00759284 -0.0090113 0.00701653 -0.011764 -0.00856618 -0.00362848 -0.00254152 -0.00295345 -0.000859675 0.0048489 -0.0193069 -0.00252036 -0.00710174 0.000324502 -0.0146137 0.00538535 -0.018225 -0.0185042 -0.0186087 -0.00537378 0.00291193 0.00786994 23.553
0.0107044 0.0458305 -0.00344284 -0.0828196 0.0277023 0.0267707 0.0382177 0.00890148 -0.00119055 -0.0123385 0.00182498 0.0555959 -0.000370591 0.00416897 0.0217415 0.013278 0.000207683 -0.0420237 0.0149869 0.00354125 -0.0121827 -0.0242647 -0.00877879 0.00821866 -0.00465426 -0.00743456 -0.00778721 0.00289028 0.0114403 0.00154316 0.00311786 -0.0042017 0.0102824 0.00397453 -0.0170723 -0.00696433 -0.00874987 0.00590572 -0.0103086 -0.00652996 -0.00403068 -0.00135216 -0.00277463 -0.00262734 0.00551644 -0.0206979 -0.00333172 -0.00820053 0.00127324 -0.0156046 0.00623243 -0.0182853 -0.0185237 -0.0186867 -0.00561339 0.00254149 0.00726484 23.5617
0.01074 0.0458372 -0.00339042 -0.0822897 0.0276191 0.0262054 0.037826 0.00906308 -0.00147049 -0.0124418 0.00135304 0.0543665 -0.000626923 0.00390617 0.0210521 0.0128977 0.000379115 -0.0408796 0.0142608 0.00305851 -0.0120396 -0.0235824 -0.00818594 0.00842156 -0.00464789 -0.00670426 -0.00690392 0.00257972 0.0111598 0.000673434 0.00418529 -0.00320601 0.00982126 0.0039312 -0.0160282 -0.00633508 -0.00848665 0.0047987 -0.00885596 -0.00448638 -0.00442939 -0.000171134 -0.00260023 -0.00440581 0.00618121 -0.022085 -0.00414811 -0.00929627 0.00222053 -0.0165974 0.00707911 -0.0183313 -0.0185264 -0.0187575 -0.00584564 0.00216901 0.00666111 23.5702
0.0107757 0.0458445 -0.00333561 -0.081758 0.0275376 0.0256431 0.0374325 0.00922351 -0.00175008 -0.0125403 0.000881821 0.0531375 -0.000886011 0.00364455 0.0203629 0.0125149 0.000543711 -0.0397351 0.013535 0.00257451 -0.0118998 -0.022898 -0.00759834 0.00862238 -0.00463994 -0.00597243 -0.00602285 0.00227428 0.0108808 -0.000194694 0.00525325 -0.00220819 0.00935997 0.00388852 -0.0149825 -0.00570496 -0.00822279 0.00369279 -0.00740848 -0.00244655 -0.00482285 0.00100222 -0.00242805 -0.00618972 0.00684013 -0.0234762 -0.00495866 -0.0103846 0.00315956 -0.0175932 0.00792382 -0.0183755 -0.0185248 -0.0188271 -0.00607499 0.00178908 0.00605835 23.5787
0.0108115 0.0458549 -0.00327408 -0.0811937 0.0274374 0.0249924 0.0369847 0.00942767 -0.00206218 -0.0125959 0.000430826 0.0518086 -0.000961415 0.00349209 0.0195432 0.0120443 0.000674325 -0.0385785 0.0127929 0.00225396 -0.0115575 -0.0221666 -0.00685863 0.0087441 -0.00453122 -0.00526664 -0.00536143 0.0019454 0.0103644 -0.000474671 0.00562098 -0.00179803 0.00885235 0.00388286 -0.0136254 -0.00549221 -0.00775548 0.00316889 -0.00595641 -0.000663663 -0.00501963 0.00160642 -0.00256729 -0.00675712 0.00710044 -0.0223225 -0.00504152 -0.0109074 0.00315915 -0.0165863 0.00813861 -0.0169889 -0.0175511 -0.0176109 -0.00655903 0.00122892 0.00509072 23.589
0.0108475 0.0458713 -0.00320103 -0.080563 0.0272955 0.024151 0.036424 0.00972518 -0.00244316 -0.0125664 2.20735e-05 0.0502692 -0.000645979 0.00356951 0.018447 0.0113875 0.000739112 -0.0373988 0.0120136 0.00227592 -0.0107869 -0.021337 -0.00579048 0.00869761 -0.00420745 -0.00461737 -0.00516305 0.00156127 0.00934382 0.000479899 0.00450577 -0.00262672 0.00824932 0.00395326 -0.0116229 -0.00616094 -0.00686128 0.00386732 -0.00449287 0.00056229 -0.00480413 0.00101939 -0.00335744 -0.00474165 0.00652089 -0.0158074 -0.00357615 -0.0102377 0.00117377 -0.0113521 0.00702396 -0.0126056 -0.0145518 -0.0136933 -0.00759114 0.00028841 0.00335128 23.6037
0.0108836 0.0458882 -0.00312551 -0.0799302 0.027155 0.023312 0.0358603 0.0100208 -0.00282341 -0.0125322 -0.000384875 0.0487322 -0.000333063 0.00365036 0.0173486 0.010719 0.000792124 -0.0362239 0.0112265 0.00228601 -0.0100281 -0.0205015 -0.00472309 0.00863843 -0.00387034 -0.0039662 -0.00497302 0.00118274 0.00831984 0.00142251 0.0033779 -0.00344213 0.0076528 0.00402084 -0.00964643 -0.00682822 -0.00597228 0.00455405 -0.00304683 0.00173046 -0.00457522 0.000428043 -0.00413915 -0.00270584 0.00592037 -0.00933517 -0.00205217 -0.0095399 -0.0008521 -0.00612711 0.0059005 -0.00828073 -0.0116094 -0.00980355 -0.00864073 -0.000685677 0.00161028 23.6182
0.0109198 0.0459057 -0.00304752 -0.0792955 0.0270157 0.0224754 0.0352936 0.0103143 -0.00320308 -0.0124934 -0.000789804 0.0471972 -2.18847e-05 0.00373577 0.0162481 0.0100367 0.000833524 -0.0350547 0.0104308 0.00228425 -0.0092817 -0.0196626 -0.00365583 0.00856391 -0.00352003 -0.00331585 -0.00479021 0.000812146 0.00728682 0.00234998 0.0022391 -0.0042471 0.00705941 0.00408204 -0.007697 -0.00749402 -0.0050859 0.00523061 -0.00161929 0.00284097 -0.00433528 -0.000168037 -0.00491431 -0.000649607 0.00529697 -0.00291154 -0.000465299 -0.00881178 -0.00292279 -0.000911055 0.00476717 -0.00401679 -0.00872781 -0.00594394 -0.00971941 -0.00168409 -0.000130136 23.6325
